altitude,latitude,longitude
0,35664735,139796610
0,35695382,139767030
0,35724602,139750483
0,35689507,139785297
0,35680981,139732811
0,35723341,139819226
0,35635365,139882773
0,35686393,139763324
0,35770164,139729189
0,35689473,139728859
0,35734824,139742982
0,35733434,139738326
0,35642123,139866330
0,35647395,139736300
0,35689130,139829127
0,35609646,139726368
0,35683740,139741943
0,35787626,139717426
0,35646182,139827038
0,35631855,139730697
0,35705824,139704949
0,35775457,139722043
0,35758201,139740936
0,35713481,139704226
0,35715207,139782119
0,35625008,139738572
0,35619446,139751114
0,35706152,139719520
0,35742968,139807574
0,35680834,139760559
0,35709105,139729050
0,35686090,139785665
0,35727461,139873207
0,35623515,139734411
0,35604300,139746372
0,35686610,139765189
0,35729512,139717672
0,35610278,139742747
0,35676852,139830019
0,35649792,139722402
0,35687682,139769237
0,35650963,139705979
0,35626183,139723454
0,35670723,139755991
0,35654530,139744120
0,35670946,139742385
0,35705304,139725719
0,35688947,139780111
0,35644408,139722362
0,35663076,139726012
0,35717813,139779843
0,35671082,139765561
0,35644569,139711451
0,35702748,139836560
0,35729586,139710592
0,35761966,139737165
0,35704688,139804681
0,35650901,139723176
0,35695753,139702493
0,35698265,139765003
0,35729829,139712676
0,35704333,139704742
0,35634127,139731638
0,35639615,139746320
0,35664551,139734846
0,35702721,139759824
0,35719622,139816817
0,35669120,139704396
0,35706563,139754597
0,35612405,139707067
0,35673124,139774400
0,35659325,139720022
0,35692700,139782504
0,35673336,139760835
0,35634246,139716185
0,35697529,139754453
0,35663916,139866846
0,35609446,139749441
0,35722236,139752444
0,35743051,139706316
0,35706161,139805779
0,35704677,139754496
0,35798545,139760820
0,35749140,139801637
0,35751379,139739306
0,35729660,139714920
0,35649104,139708659
0,35693212,139769494
0,35765312,139719395
0,35708008,139709584
0,35772740,139808676
0,35617663,139729426
0,35691132,139867547
0,35673317,139772441
0,35713235,139791800
0,35662664,139733244
0,35709079,139736218
0,35706091,139776141
0,35756214,139743510
0,35717696,139779560
0,35663082,139710589
0,35646557,139727327
0,35683915,139768211
0,35649824,139721257
0,35703302,139769422
0,35719286,139812165
0,35663973,139773202
0,35671381,139816333
0,35735528,139885746
0,35624703,139724563
0,35749683,139717703
0,35716392,139782852
0,35701515,139767743
0,35606581,139736074
0,35663931,139806093
0,35691918,139783121
0,35694477,139771906
0,35642393,139783764
0,35694363,139700938
0,35736997,139747388
0,35737245,139826882
0,35630388,139791398
0,35689753,139704172
0,35742423,139734970
0,35695133,139753202
0,35733075,139881290
0,35714421,139761544
0,35629862,139794132
0,35674979,139735908
0,35712977,139704294
0,35705795,139768566
0,35746797,139821200
0,35657390,139750390
0,35624493,139887438
0,35629892,139835840
0,35637349,139705740
0,35693153,139701204
0,35702560,139740502
0,35798507,139740461
0,35659237,139730086
0,35698878,139777043
0,35677651,139809566
0,35741337,139706623
0,35602839,139714794
0,35700647,139867441
0,35688962,139780468
0,35732060,139798605
0,35682875,139741229
0,35709638,139727506
0,35702114,139770373
0,35675910,139763980
0,35667853,139798861
0,35767895,139781888
0,35642366,139713780
0,35710126,139746324
0,35657563,139795724
0,35606833,139740064
0,35728593,139773259
0,35663793,139869189
0,35674836,139763464
0,35681427,139771311
0,35710765,139862524
0,35772725,139749809
0,35701781,139765536
0,35762783,139727622
0,35719891,139771407
0,35689606,139722177
0,35731781,139716749
0,35702604,139776726
0,35694211,139771967
0,35659705,139748941
0,35659181,139718172
0,35662309,139709961
0,35681943,139769716
0,35742376,139781163
0,35662899,139774281
0,35657876,139702318
0,35732185,139736680
0,35634400,139718377
0,35664389,139704215
0,35668588,139768033
0,35688867,139731841
0,35661191,139755003
0,35729695,139716227
0,35702790,139782965
0,35695950,139758002
0,35662179,139737929
0,35658331,139748594
0,35693692,139771742
0,35694401,139815101
0,35724621,139775514
0,35701352,139760187
0,35712793,139715472
0,35620007,139747819
0,35720909,139897333
0,35732277,139711793
0,35739205,139704868
0,35715223,139777949
0,35687025,139826501
0,35631092,139741687
0,35666257,139701894
0,35683460,139778469
0,35691995,139770853
0,35721183,139771126
0,35701682,139700290
0,35665282,139758102
0,35657236,139888031
0,35688724,139772477
0,35766906,139701668
0,35733745,139710592
0,35769279,139733325
0,35742520,139842166
0,35702567,139812280
0,35762897,139832606
0,35665697,139704632
0,35699807,139764627
0,35669941,139766938
0,35684265,139785314
0,35700679,139755471
0,35747608,139857844
0,35706263,139842425
0,35647267,139732075
0,35625013,139878306
0,35655593,139706432
0,35674515,139765292
0,35750722,139828384
0,35766417,139803719
0,35762851,139807508
0,35706963,139794615
0,35685564,139761227
0,35745267,139719516
0,35712876,139700594
0,35654017,139779421
0,35681373,139701696
0,35655994,139781475
0,35625482,139773674
0,35720566,139728841
0,35617400,139713963
0,35669864,139742149
0,35653027,139756367
0,35659781,139701691
0,35663982,139875250
0,35694550,139747127
0,35689858,139712566
0,35698638,139767139
0,35720850,139781506
0,35628667,139738424
0,35627555,139738200
0,35641521,139754844
0,35777117,139826098
0,35747505,139745329
0,35691679,139883556
0,35637692,139758759
0,35659829,139729157
0,35673492,139723731
0,35671634,139724704
0,35660787,139758083
0,35727180,139709726
0,35664940,139812239
0,35648359,139757814
0,35777008,139819085
0,35688776,139702305
0,35697498,139765834
0,35663370,139744906
0,35670516,139816366
0,35688743,139701424
0,35685772,139744286
0,35666638,139763050
0,35634032,139716703
0,35679652,139778930
0,35684511,139769819
0,35692203,139797479
0,35647049,139708838
0,35663804,139711588
0,35706756,139727229
0,35750574,139801936
0,35688005,139790130
0,35683995,139705792
0,35788895,139700105
0,35681197,139766358
0,35744354,139702822
0,35708200,139768562
0,35661619,139863754
0,35645798,139710318
0,35702576,139837507
0,35695149,139783289
0,35728936,139708218
0,35722279,139752545
0,35666326,139770574
0,35706109,139719799
0,35691321,139716406
0,35604176,139705900
0,35685405,139741576
0,35632197,139707539
0,35781185,139722489
0,35737881,139750056
0,35780708,139825348
0,35602843,139712249
0,35635775,139883498
0,35680848,139781160
0,35689420,139701832
0,35647790,139804798
0,35685508,139784674
0,35631179,139880227
0,35729871,139713420
0,35615565,139727974
0,35744128,139768248
0,35672525,139737051
0,35723873,139787128
0,35688653,139817222
0,35624341,139885998
0,35710303,139807054
0,35665320,139860651
0,35670021,139767457
0,35626422,139884312
0,35681357,139766616
0,35779995,139833122
0,35771202,139723531
0,35764372,139811034
0,35718631,139858879
0,35751387,139747336
0,35701317,139702169
0,35659487,139703276
0,35799115,139870839
0,35699387,139743831
0,35790827,139802600
0,35683686,139779562
0,35708497,139739954
0,35690341,139700778
0,35778522,139703439
0,35772150,139837632
0,35609650,139751357
0,35673062,139853438
0,35625813,139723881
0,35664382,139771424
0,35666158,139748249
0,35645261,139721859
0,35677973,139764704
0,35729445,139836311
0,35692219,139782485
0,35726781,139764599
0,35646000,139764140
0,35682746,139876811
0,35702293,139754030
0,35709701,139852902
0,35700910,139815166
0,35711427,139784758
0,35638817,139747573
0,35661553,139731060
0,35691403,139732620
0,35741128,139730929
0,35696882,139832620
0,35623591,139739173
0,35636476,139747045
0,35747261,139723942
0,35678805,139736911
0,35714229,139788788
0,35635239,139885017
0,35706542,139805585
0,35709900,139812322
0,35664734,139712854
0,35759357,139864846
0,35651970,139759039
0,35681890,139739863
0,35741922,139768550
0,35781438,139831127
0,35675895,139762824
0,35702260,139753880
0,35637336,139727851
0,35709720,139804348
0,35694417,139738791
0,35684664,139845022
0,35685740,139872070
0,35689413,139700284
0,35731206,139709205
0,35654307,139760189
0,35713780,139804742
0,35690334,139701620
0,35671705,139703991
0,35705416,139893056
0,35773686,139770292
0,35638732,139740845
0,35691535,139703717
0,35732643,139737771
0,35698149,139775725
0,35698463,139835208
0,35716371,139787470
0,35671961,139852827
0,35601340,139746244
0,35642609,139713715
0,35647753,139798381
0,35628084,139739221
0,35698702,139811807
0,35744774,139722548
0,35609063,139735469
0,35679975,139780991
0,35652917,139755412
0,35732626,139766786
0,35708832,139778873
0,35637009,139752345
0,35626332,139738417
0,35718567,139751468
0,35715168,139809067
0,35688718,139745868
0,35697929,139708127
0,35724320,139730795
0,35707259,139858836
0,35647374,139747686
0,35626927,139703730
0,35745335,139875073
0,35663772,139752721
0,35669094,139769593
0,35746476,139712387
0,35700766,139764063
0,35658499,139754851
0,35712727,139703819
0,35701318,139702661
0,35662406,139701506
0,35631854,139790130
0,35629041,139884184
0,35756980,139820434
0,35684895,139823077
0,35666180,139759014
0,35700346,139772064
0,35614872,139736075
0,35664148,139731244
0,35619549,139732426
0,35782402,139788577
0,35708921,139741176
0,35626410,139722268
0,35721113,139787449
0,35639158,139801088
0,35780268,139743544
0,35676216,139773941
0,35671681,139765229
0,35684044,139708074
0,35672097,139702905
0,35643623,139749381
0,35694871,139784019
0,35620998,139737836
0,35796142,139765598
0,35749636,139796628
0,35697175,139816763
0,35684540,139767979
0,35702418,139776885
0,35629869,139738623
0,35651399,139705893
0,35706280,139723358
0,35666023,139867925
0,35658707,139702220
0,35660358,139755199
0,35606035,139704856
0,35646646,139747235
0,35703329,139746878
0,35660715,139809294
0,35748772,139801864
0,35699235,139774189
0,35677276,139767937
0,35694316,139763296
0,35630431,139742407
0,35700028,139767517
0,35653904,139704998
0,35752862,139740465
0,35693346,139898537
0,35731770,139708477
0,35697661,139780046
0,35768303,139864130
0,35668321,139739623
0,35718577,139725963
0,35668132,139701200
0,35627305,139721547
0,35605462,139717934
0,35667696,139750610
0,35639860,139801417
0,35682904,139818985
0,35724228,139868701
0,35797588,139791459
0,35738287,139815878
0,35798993,139789568
0,35674097,139781770
0,35664452,139894224
0,35748985,139747850
0,35620939,139738948
0,35671601,139759901
0,35676469,139832584
0,35702189,139770458
0,35689960,139750245
0,35703391,139747096
0,35699607,139769663
0,35694835,139753289
0,35688470,139703300
0,35721592,139854649
0,35779462,139721250
0,35624476,139716657
0,35737629,139785225
0,35710830,139759877
0,35672554,139756291
0,35640565,139873380
0,35646070,139748003
0,35734911,139782129
0,35649156,139753588
0,35663761,139701491
0,35710123,139773088
0,35700343,139771252
0,35739443,139777551
0,35628995,139712909
0,35659340,139706578
0,35660965,139766055
0,35609586,139722189
0,35783063,139725769
0,35636089,139755710
0,35645978,139701714
0,35768579,139822859
0,35632566,139752244
0,35604026,139709809
0,35792800,139717293
0,35603253,139740538
0,35733745,139773053
0,35651007,139753675
0,35701760,139775647
0,35609163,139742948
0,35682220,139771392
0,35654788,139714339
0,35665823,139757063
0,35627152,139741458
0,35680134,139886558
0,35729631,139798871
0,35756346,139795855
0,35656541,139757631
0,35656130,139703279
0,35795917,139769758
0,35692089,139702451
0,35784123,139897581
0,35690623,139706973
0,35676102,139821190
0,35711298,139704039
0,35747154,139710482
0,35703186,139745652
0,35702276,139746265
0,35698920,139772567
0,35741626,139884512
0,35666360,139794604
0,35695824,139792951
0,35754670,139816686
0,35644979,139748843
0,35670667,139705895
0,35677360,139754765
0,35662817,139731284
0,35721119,139876578
0,35616640,139776992
0,35698700,139858436
0,35643201,139752804
0,35765283,139735558
0,35697659,139773610
0,35606309,139733243
0,35665874,139754918
0,35653053,139753859
0,35746800,139754144
0,35730801,139793713
0,35662006,139709150
0,35670108,139765153
0,35673177,139761186
0,35711577,139752369
0,35763058,139704905
0,35716347,139705517
0,35716954,139705145
0,35641190,139871840
0,35657616,139753369
0,35752199,139827726
0,35690152,139710871
0,35651003,139786366
0,35607370,139734609
0,35767735,139724701
0,35788345,139769020
0,35775972,139721747
0,35713224,139703801
0,35674073,139761913
0,35680499,139738172
0,35672728,139764882
0,35696068,139802636
0,35708197,139798185
0,35685434,139761696
0,35681315,139726879
0,35606607,139819828
0,35728977,139769606
0,35659147,139745757
0,35724162,139795136
0,35785004,139838784
0,35644160,139886098
0,35704808,139756357
0,35766051,139703384
0,35714890,139776949
0,35733557,139721572
0,35746992,139746271
0,35710180,139717217
0,35728110,139712549
0,35691715,139733515
0,35620644,139739972
0,35640627,139748397
0,35683337,139702258
0,35662797,139874369
0,35701941,139890889
0,35749945,139872642
0,35664948,139781764
0,35601712,139747126
0,35674415,139738104
0,35646949,139708612
0,35714328,139789545
0,35689879,139713189
0,35678807,139798456
0,35725930,139747083
0,35666670,139762814
0,35636027,139738935
0,35754003,139827658
0,35688253,139718105
0,35666129,139893504
0,35658984,139753938
0,35755598,139798560
0,35662244,139725303
0,35794151,139867205
0,35725385,139776601
0,35691943,139720214
0,35723373,139776384
0,35694186,139704648
0,35695259,139704028
0,35684002,139702109
0,35713151,139705176
0,35758321,139747874
0,35767528,139821734
0,35748457,139805069
0,35707234,139748076
0,35620539,139737711
0,35619584,139718902
0,35675504,139736002
0,35680591,139764650
0,35668347,139729286
0,35672290,139724404
0,35672612,139766320
0,35658723,139758171
0,35674623,139752038
0,35647810,139736566
0,35733701,139710851
0,35760649,139730510
0,35695902,139704881
0,35647101,139724064
0,35761879,139823654
0,35643638,139745872
0,35625624,139716107
0,35662165,139730508
0,35646644,139898979
0,35672871,139895415
0,35603986,139701009
0,35702244,139748574
0,35693902,139788711
0,35649779,139707939
0,35739379,139756763
0,35679726,139816430
0,35654814,139753898
0,35641654,139715144
0,35680739,139769820
0,35694413,139833501
0,35687049,139700922
0,35762020,139728672
0,35609140,139719465
0,35673884,139753921
0,35709675,139774851
0,35751455,139867598
0,35732461,139881004
0,35741379,139788476
0,35753695,139807418
0,35688683,139766988
0,35608935,139746265
0,35762372,139829905
0,35687388,139701272
0,35666081,139762993
0,35699305,139764595
0,35678867,139786831
0,35731246,139712545
0,35734716,139709701
0,35680544,139822544
0,35761677,139770828
0,35687606,139701351
0,35783225,139883287
0,35654344,139779517
0,35628415,139737593
0,35695889,139793114
0,35713112,139771594
0,35751102,139722219
0,35716231,139703009
0,35664227,139753021
0,35731487,139708069
0,35650355,139746258
0,35763975,139738144
0,35691961,139767886
0,35706051,139849061
0,35649988,139715546
0,35699867,139756239
0,35695752,139701993
0,35756204,139743381
0,35698249,139852561
0,35648924,139707343
0,35730881,139714827
0,35663073,139758755
0,35608991,139743051
0,35713890,139772804
0,35685947,139730738
0,35637811,139758033
0,35679795,139786587
0,35710403,139810254
0,35780345,139730401
0,35672868,139768261
0,35667154,139757618
0,35720524,139787564
0,35692747,139700328
0,35664990,139758883
0,35691586,139770715
0,35684765,139744130
0,35698218,139711363
0,35692592,139805255
0,35701405,139719541
0,35672541,139771486
0,35723503,139722293
0,35661677,139710239
0,35652888,139761260
0,35699165,139718848
0,35686575,139805717
0,35716142,139856466
0,35679615,139785137
0,35705722,139792074
0,35745484,139874681
0,35782010,139803447
0,35700442,139734370
0,35670040,139863756
0,35663605,139877988
0,35656190,139760430
0,35662242,139890463
0,35692588,139756563
0,35662718,139760593
0,35715122,139759705
0,35687620,139765840
0,35666519,139755817
0,35667023,139794505
0,35744641,139769270
0,35658929,139702228
0,35778407,139817218
0,35608223,139745078
0,35624359,139749932
0,35698939,139869644
0,35729528,139743260
0,35749487,139713549
0,35699255,139771218
0,35602017,139721805
0,35702903,139769517
0,35668570,139825223
0,35691618,139709666
0,35733745,139773085
0,35690654,139745048
0,35695556,139774718
0,35670715,139764557
0,35650236,139813178
0,35631838,139713233
0,35643735,139710076
0,35739954,139851804
0,35649120,139749000
0,35660769,139730985
0,35606917,139703266
0,35681070,139776843
0,35684310,139771419
0,35648001,139742106
0,35745681,139720319
0,35709572,139792304
0,35697919,139713315
0,35728157,139709310
0,35643104,139715583
0,35624450,139739400
0,35797174,139890337
0,35765066,139847718
0,35748070,139769851
0,35783628,139786617
0,35720183,139728323
0,35653084,139770496
0,35603856,139752800
0,35680912,139778047
0,35703080,139771733
0,35733875,139720297
0,35668220,139704946
0,35675543,139737244
0,35739224,139768795
0,35634061,139711579
0,35688559,139731704
0,35640209,139731406
0,35794124,139720093
0,35646950,139709727
0,35637074,139724305
0,35688287,139710258
0,35699719,139771091
0,35713612,139777804
0,35712559,139705392
0,35667427,139733509
0,35635644,139758088
0,35601593,139712050
0,35669312,139812378
0,35653877,139747560
0,35721694,139786359
0,35617001,139734793
0,35674407,139782454
0,35694433,139818236
0,35624800,139774374
0,35732980,139740130
0,35705542,139743690
0,35657944,139757922
0,35631516,139798485
0,35768277,139863481
0,35748265,139706264
0,35697489,139783157
0,35640556,139757746
0,35659438,139718789
0,35651689,139703454
0,35771509,139897100
0,35631688,139726076
0,35651909,139749483
0,35693840,139827973
0,35680968,139776585
0,35634038,139791688
0,35685399,139783965
0,35715713,139726530
0,35700642,139750371
0,35707796,139745845
0,35730225,139716621
0,35657787,139701197
0,35618425,139741220
0,35640130,139747575
0,35748552,139839643
0,35747756,139885609
0,35673252,139745937
0,35654722,139736952
0,35685546,139763603
0,35714578,139792326
0,35741907,139795657
0,35625472,139728423
0,35628691,139738412
0,35680729,139772118
0,35647016,139729993
0,35676397,139779476
0,35760093,139871820
0,35653698,139761376
0,35754287,139798171
0,35712094,139775969
0,35640642,139874924
0,35656123,139753329
0,35724655,139841068
0,35701750,139754801
0,35610484,139752890
0,35637497,139713725
0,35766441,139703414
0,35647826,139756567
0,35731417,139740977
0,35721055,139723609
0,35753006,139741254
0,35764017,139851344
0,35671547,139759014
0,35698603,139765813
0,35766562,139736848
0,35752291,139708977
0,35636458,139766008
0,35698832,139767366
0,35654612,139707381
0,35781279,139826772
0,35622940,139739047
0,35694442,139798421
0,35720823,139798858
0,35667660,139750501
0,35655000,139738555
0,35673783,139770523
0,35779690,139803171
0,35640204,139747109
0,35649495,139805082
0,35752796,139737399
0,35672695,139724338
0,35733347,139777291
0,35623529,139889192
0,35730868,139768165
0,35654927,139872587
0,35653059,139762229
0,35705834,139721117
0,35766248,139847025
0,35645744,139707235
0,35729901,139715828
0,35668863,139764131
0,35692505,139705914
0,35708902,139793223
0,35649984,139754970
0,35648638,139743188
0,35698919,139867791
0,35699473,139772782
0,35758492,139722941
0,35692519,139735386
0,35666629,139786030
0,35658635,139712286
0,35628536,139737767
0,35698492,139707991
0,35630239,139738317
0,35697295,139734064
0,35606313,139723631
0,35796637,139782871
0,35653248,139750010
0,35766504,139808460
0,35734260,139821244
0,35747580,139752004
0,35700312,139734243
0,35655847,139750836
0,35653778,139759994
0,35700176,139815740
0,35748850,139804774
0,35636561,139793989
0,35712148,139775652
0,35658293,139723058
0,35745363,139720753
0,35679160,139738240
0,35647440,139736370
0,35693850,139749713
0,35773034,139770216
0,35690855,139704819
0,35673694,139884303
0,35640185,139733861
0,35686508,139863229
0,35670632,139707052
0,35715443,139798048
0,35686485,139768912
0,35682225,139771865
0,35793754,139717234
0,35699872,139767248
0,35679143,139757799
0,35711606,139774695
0,35715886,139703888
0,35615279,139749865
0,35682816,139811623
0,35728909,139712105
0,35637726,139713768
0,35669667,139766792
0,35645647,139707859
0,35735247,139743551
0,35730182,139718849
0,35762158,139820830
0,35634684,139740185
0,35656040,139736540
0,35711690,139703449
0,35634444,139707072
0,35709097,139719552
0,35798587,139714589
0,35606230,139750740
0,35773552,139860716
0,35680167,139757754
0,35697250,139791833
0,35781673,139837637
0,35656547,139757531
0,35664431,139762721
0,35761223,139729385
0,35707418,139755309
0,35706564,139753952
0,35715675,139807421
0,35745704,139714225
0,35696757,139720144
0,35710413,139766660
0,35672361,139837079
0,35609470,139751260
0,35619398,139729795
0,35703794,139791625
0,35620493,139724157
0,35697707,139785715
0,35691461,139732727
0,35643789,139734574
0,35699697,139836492
0,35781300,139783480
0,35657939,139700845
0,35601260,139734258
0,35738628,139774070
0,35715093,139758836
0,35720839,139879122
0,35659592,139729350
0,35783708,139827910
0,35633564,139879417
0,35702493,139738399
0,35655386,139737321
0,35669226,139767447
0,35701764,139864331
0,35670066,139733895
0,35728574,139775107
0,35776294,139842597
0,35699915,139764512
0,35613096,139735637
0,35663914,139781255
0,35692800,139805358
0,35658192,139701857
0,35646842,139787079
0,35748139,139744684
0,35688953,139815616
0,35673690,139794714
0,35669421,139862553
0,35727260,139873217
0,35626010,139724663
0,35704051,139868073
0,35732185,139879914
0,35729916,139715285
0,35680125,139766212
0,35730072,139726208
0,35765963,139816271
0,35671240,139797694
0,35642171,139733603
0,35693633,139788491
0,35766860,139821611
0,35718608,139785722
0,35765916,139770634
0,35687948,139722684
0,35637628,139714757
0,35669330,139732431
0,35688259,139769332
0,35711706,139719114
0,35711707,139709005
0,35693813,139708592
0,35769060,139867534
0,35647296,139732216
0,35736175,139803510
0,35657130,139701521
0,35707366,139768461
0,35709269,139774931
0,35759669,139761267
0,35635028,139745930
0,35710942,139874650
0,35629771,139718291
0,35768014,139873386
0,35655041,139757844
0,35626552,139738948
0,35710201,139759998
0,35657905,139753628
0,35705637,139774398
0,35702491,139726639
0,35709808,139809349
0,35685298,139708476
0,35696114,139815552
0,35727077,139816627
0,35620701,139737211
0,35732985,139709134
0,35615006,139720343
0,35716280,139797180
0,35766109,139725689
0,35660020,139706717
0,35758298,139812334
0,35709269,139709240
0,35755810,139735280
0,35782935,139718912
0,35777422,139832502
0,35644580,139748453
0,35697371,139829607
0,35703974,139776149
0,35650541,139811873
0,35664561,139738870
0,35719314,139783527
0,35684164,139702209
0,35723048,139822724
0,35762728,139732850
0,35747569,139841229
0,35646602,139747179
0,35693264,139851954
0,35708130,139752027
0,35687678,139715260
0,35788829,139748290
0,35747921,139888698
0,35744553,139826601
0,35658611,139753596
0,35640368,139713867
0,35703388,139764994
0,35653313,139708738
0,35696468,139807028
0,35711879,139725136
0,35731582,139710627
0,35657828,139736722
0,35640815,139713037
0,35619042,139727721
0,35697394,139755434
0,35692352,139805694
0,35656357,139736728
0,35703863,139814587
0,35674488,139817171
0,35686094,139765997
0,35626255,139782360
0,35675312,139791346
0,35761719,139822234
0,35668772,139750767
0,35723531,139716559
0,35688311,139845104
0,35670400,139798192
0,35717901,139816586
0,35657266,139750331
0,35772950,139897633
0,35610929,139744898
0,35678534,139748491
0,35657119,139700554
0,35645521,139723527
0,35662779,139760835
0,35764269,139898599
0,35722996,139825496
0,35692848,139758923
0,35653954,139892378
0,35684179,139776055
0,35663211,139750879
0,35682873,139744053
0,35609162,139725833
0,35707943,139774697
0,35642415,139868924
0,35732107,139717926
0,35694664,139846764
0,35685488,139708611
0,35628898,139739652
0,35673820,139761006
0,35672618,139819691
0,35731292,139750286
0,35695813,139796666
0,35655561,139700743
0,35659199,139745367
0,35729134,139799120
0,35666484,139816905
0,35696511,139770834
0,35696356,139790878
0,35653598,139752904
0,35671094,139775431
0,35686662,139736122
0,35661434,139872894
0,35655404,139741736
0,35680918,139758034
0,35654910,139796377
0,35630551,139728525
0,35657555,139754339
0,35715023,139704478
0,35729500,139742916
0,35626711,139885692
0,35701070,139747092
0,35606154,139713207
0,35713747,139811801
0,35790544,139779324
0,35696583,139813315
0,35644148,139733375
0,35711668,139708043
0,35722046,139779547
0,35698258,139771043
0,35716611,139794519
0,35725666,139792744
0,35627609,139752986
0,35664879,139721740
0,35678049,139755474
0,35690129,139784426
0,35674178,139815818
0,35690037,139700002
0,35745313,139712316
0,35629442,139739418
0,35693141,139885721
0,35665837,139739441
0,35622754,139739080
0,35628550,139733697
0,35785661,139748593
0,35685888,139788195
0,35717696,139779883
0,35647043,139754555
0,35744605,139891037
0,35731631,139735333
0,35667565,139896105
0,35684892,139773937
0,35672443,139765544
0,35708539,139749875
0,35665966,139881232
0,35737978,139849546
0,35654072,139756960
0,35671996,139708989
0,35626585,139738982
0,35693804,139829013
0,35710802,139854149
0,35689446,139707843
0,35652316,139759925
0,35754353,139855417
0,35664929,139713120
0,35659110,139702588
0,35680129,139765045
0,35662430,139706093
0,35713898,139739355
0,35751516,139739757
0,35605921,139701772
0,35695450,139771744
0,35723041,139795023
0,35768000,139883918
0,35782509,139722591
0,35674067,139731852
0,35684019,139741256
0,35634359,139796250
0,35749994,139741291
0,35628615,139737538
0,35768336,139771042
0,35637308,139746482
0,35769439,139721057
0,35679033,139766666
0,35674331,139767026
0,35792878,139720021
0,35635606,139700482
0,35688916,139730136
0,35669118,139749724
0,35724696,139708842
0,35747960,139821493
0,35629838,139738746
0,35610488,139748609
0,35676751,139706392
0,35648160,139788571
0,35616333,139722704
0,35708465,139784802
0,35669479,139702007
0,35696844,139751285
0,35668022,139718128
0,35614372,139719494
0,35667005,139771447
0,35672074,139760320
0,35647966,139715353
0,35736920,139702531
0,35792765,139883071
0,35667975,139758561
0,35656634,139755277
0,35731957,139791872
0,35667837,139760531
0,35730091,139795929
0,35668071,139768243
0,35744833,139813096
0,35670554,139732578
0,35735075,139743713
0,35603260,139712732
0,35671496,139767323
0,35709458,139734299
0,35731478,139710637
0,35625246,139776901
0,35629927,139790563
0,35641765,139804652
0,35646617,139850307
0,35695913,139795570
0,35701037,139775353
0,35696215,139815409
0,35717623,139779565
0,35712082,139798472
0,35669939,139763717
0,35739334,139752995
0,35719193,139789703
0,35725895,139773774
0,35672221,139736115
0,35669558,139816756
0,35662839,139759303
0,35680791,139791999
0,35664516,139893013
0,35688393,139716032
0,35618476,139717923
0,35637700,139753029
0,35715617,139849510
0,35684994,139737025
0,35734144,139740039
0,35674549,139763300
0,35764168,139831563
0,35701384,139797333
0,35604123,139707432
0,35665498,139702956
0,35792652,139810677
0,35700451,139770540
0,35667631,139816442
0,35662053,139758472
0,35730088,139710510
0,35639545,139753387
0,35738736,139718179
0,35601957,139725004
0,35708338,139725270
0,35772439,139879683
0,35677369,139762606
0,35702590,139860176
0,35661435,139759904
0,35674220,139762555
0,35695578,139752640
0,35735978,139765743
0,35624137,139738698
0,35692875,139815253
0,35700556,139763882
0,35665919,139818413
0,35645381,139744586
0,35746261,139857441
0,35774798,139890182
0,35766088,139771949
0,35711920,139719445
0,35657728,139702057
0,35693169,139820815
0,35739984,139843640
0,35672265,139848364
0,35646707,139894475
0,35703049,139838814
0,35628646,139737894
0,35610385,139705117
0,35662714,139727128
0,35779701,139731012
0,35686976,139837589
0,35654910,139817461
0,35729369,139716123
0,35653828,139745350
0,35605884,139704165
0,35659601,139703550
0,35629983,139748659
0,35665729,139750699
0,35732927,139766183
0,35789328,139731810
0,35619162,139728983
0,35667950,139758794
0,35679155,139743037
0,35750035,139735011
0,35710281,139769253
0,35696925,139834770
0,35683303,139789461
0,35686436,139856710
0,35665822,139731720
0,35667180,139759472
0,35745952,139725984
0,35769076,139700548
0,35716682,139858079
0,35738693,139784525
0,35722770,139754415
0,35731913,139728413
0,35704542,139781255
0,35655585,139783677
0,35711112,139788510
0,35691996,139725968
0,35657984,139784165
0,35688683,139715693
0,35698142,139701880
0,35715710,139785494
0,35669012,139766192
0,35755247,139740455
0,35671663,139765534
0,35646404,139710368
0,35693102,139703493
0,35688837,139759494
0,35659273,139736401
0,35646538,139703585
0,35694092,139836711
0,35771548,139730322
0,35732775,139860440
0,35740644,139877681
0,35713030,139715564
0,35647935,139710243
0,35790035,139754870
0,35635761,139785267
0,35707801,139774708
0,35729646,139711018
0,35624194,139725773
0,35660917,139706953
0,35667896,139876498
0,35684769,139733894
0,35673778,139772417
0,35754961,139777647
0,35690158,139702273
0,35765798,139860560
0,35682241,139771464
0,35676827,139772537
0,35692103,139795079
0,35730464,139711001
0,35777466,139794626
0,35688107,139776459
0,35623689,139745193
0,35767934,139856876
0,35698287,139805203
0,35638238,139886676
0,35665600,139751804
0,35700691,139891924
0,35680540,139853899
0,35734861,139736546
0,35691285,139867618
0,35624264,139720038
0,35685487,139702697
0,35687810,139719078
0,35631731,139881672
0,35673800,139795314
0,35729199,139797988
0,35607015,139737014
0,35749868,139804272
0,35690750,139774718
0,35674893,139737572
0,35766526,139703700
0,35661378,139730649
0,35626480,139714866
0,35608582,139746627
0,35752356,139867310
0,35718750,139780011
0,35620447,139727939
0,35607134,139737710
0,35605725,139735612
0,35702289,139773939
0,35716333,139816806
0,35615697,139700255
0,35776550,139838081
0,35748189,139833295
0,35690438,139812160
